id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall_score,value_eur,wage_eur,team_position
252778,R. Crawford,Robbie Crawford,25,6/22/1994,179,75,Scotland,Livingston FC,59,200000,1000,RES
252807,S. Dikmen,Soner Dikmen,25,9/1/1993,179,75,Turkey,Gençlerbirliği SK,59,180000,3000,SUB
206659,J. McLaughlin,Jimmy McLaughlin,26,4/30/1993,173,61,United States,FC Cincinnati,59,190000,1000,RES
215365,L. Forte,Luca Forte,24,7/28/1994,175,64,Italy,Pescara,59,200000,1000,RES
221182,S. Al Sharif,Sultan Al Sharif,27,12/26/1991,174,74,Saudi Arabia,Abha Club,59,170000,3000,SUB
224318,O. Sterling-James,Omari Sterling-James,25,9/15/1993,177,64,St Kitts Nevis,Mansfield Town,59,200000,3000,SUB
224526,J. Lyden,Jordan Lyden,23,1/30/1996,178,70,Australia,Swindon Town,59,190000,2000,RDM
224620,Zhang Yi,张一,25,8/17/1993,181,67,China PR,Shanghai SIPG FC,59,190000,3000,SUB
234322,Park Byung Hyun,박병현 Byung Hyun Park,26,3/28/1993,184,83,Korea Republic,Daegu FC,59,170000,1000,SUB
235481,A. Al Shamrani,Ahmed Al Shamrani,25,4/24/1994,175,65,Saudi Arabia,Al Hazem,59,170000,2000,SUB
235881,M. Eid,Mahmoud Eid,26,6/26/1993,183,81,Palestine,Kalmar FF,59,200000,1000,SUB
242132,D. Sánchez,Diego Sánchez,26,3/28/1993,180,78,Colombia,Cúcuta Deportivo,59,170000,1000,SUB
246394,E. Østensen,Even Østensen,26,6/2/1993,183,80,Norway,Viking FK,59,200000,1000,SUB
199139,S. Folan,Stephen Folan,27,1/14/1992,185,76,Republic of Ireland,Dundalk,59,160000,1000,SUB
204426,J. Melling,Jacob  Melling,24,4/4/1995,174,71,Australia,Central Coast Mariners,59,170000,1000,SUB
211290,M. Rozwandowicz,Maksymilian Rozwandowicz,25,6/18/1994,184,78,Poland,LKS Lodz,59,170000,1000,RCB
212450,Park Yong Ji,박용지 朴永智,26,10/9/1992,183,75,Korea Republic,Sangju Sangmu FC,59,190000,1000,LS
222621,Du Jia,杜佳,26,5/1/1993,186,75,China PR,Tianjin TEDA FC,59,140000,2000,GK
224602,Zhang Wei,张卫,26,3/28/1993,176,73,China PR,Shanghai SIPG FC,59,160000,3000,LM
228267,A. DeJohn,Alex DeJohn,28,5/10/1991,183,80,United States,Orlando City SC,59,160000,1000,RES
228359,N. Zulciak,Niklas Zulciak,25,2/3/1994,173,67,Germany,FC Würzburger Kickers,59,190000,1000,SUB
237909,R. Michibuchi,道渕 諒平,25,6/4/1994,177,74,Japan,Vegalta Sendai,59,190000,1000,RM
244498,K. Szymański,Karol Szymański,26,6/25/1993,191,88,Poland,Lech Poznań,59,140000,1000,SUB
247175,D. Leverock,Dante Leverock,27,4/11/1992,195,86,Bermuda,Sligo Rovers,59,160000,1000,RCB
248072,A. Cobrea,Alberto Cobrea,28,11/1/1990,188,83,Romania,Politehnica Iaşi,59,140000,1000,SUB
248181,I. Levchenko,Igor Levchenko,28,2/23/1991,190,83,Ukraine,AFC Eskilstuna,59,140000,1000,SUB
194679,M. Halstead,Mark Halstead,28,9/17/1990,191,89,England,Morecambe,59,130000,1000,SUB
194784,M. Ivanov,Mihail Aleksandrov Ivanov,29,8/7/1989,185,75,Bulgaria,AFC Eskilstuna,59,130000,1000,SUB
197974,A. Dawson,Adam Dawson,26,10/5/1992,175,78,England,Macclesfield Town,59,180000,2000,SUB
198162,F. Mveng,Freddy Mveng Mbezele,27,5/29/1992,176,80,Switzerland,Neuchâtel Xamax,59,180000,2000,SUB
201419,G. Shaw,Gary Shaw,27,5/10/1992,196,87,Republic of Ireland,St. Patrick's Athletic,59,180000,1000,ST
201457,V. Oliver,Vadaine Oliver,27,10/21/1991,188,78,England,Northampton Town,59,180000,4000,SUB
203512,B. Cevahir,Bülent Cevahir,27,2/13/1992,180,75,Turkey,Yeni Malatyaspor,59,150000,2000,SUB
206200,D. Clarke,Dean Clarke,26,3/29/1993,178,81,Republic of Ireland,St. Patrick's Athletic,59,180000,1000,RM
219737,C. McAleer,Caolan McAleer,25,8/19/1993,175,67,Northern Ireland,Finn Harps,59,180000,1000,LW
221589,J. Ingham,Jai Ingham,25,8/14/1993,180,72,New Zealand,Brisbane Roar,59,180000,1000,SUB
224016,B. Kalinkowski,Bartłomiej Kalinkowski,24,7/11/1994,182,69,Poland,LKS Lodz,59,170000,1000,RCM
226189,Lü Haidong,Haidong Lü,27,1/11/1992,180,69,China PR,Shenzhen FC,59,150000,2000,LM
228077,Wang Qiuming,王秋明,26,1/9/1993,173,64,China PR,Hebei China Fortune FC,59,180000,2000,LM
228611,D. Al Saeed,Dawood Al Saeed,28,3/28/1991,180,86,Saudi Arabia,Al Hazem,59,130000,2000,SUB
235386,R. Peña,Ricardo Israel Peña Franco,27,5/27/1992,171,72,Mexico,Querétaro,59,150000,2000,RES
241502,K. Athiu,Kenny Athiu,26,8/5/1992,201,85,South Sudan,Melbourne Victory,59,190000,2000,SUB
247587,P. O'Vich,Paul O'Vich,27,3/29/1992,192,86,England,Bury,59,180000,1000,SUB
250920,K. Heemskerk,Kees Heemskerk,28,5/2/1991,194,86,Netherlands,RKC Waalwijk,59,130000,1000,SUB
251032,N. Ouammou,Nassim Ouammou,26,4/27/1993,181,73,France,Rodez Aveyron Football,59,180000,1000,SUB
251739,V. Boral,Vihaan Boral,29,7/14/1989,183,77,India,India,59,0,0,
19521,J. Ibehre,Jabo Ibehre,36,1/28/1983,194,92,England,Cambridge United,59,60000,2000,RS
53960,S. Russell,Sam Russell,36,10/4/1982,183,70,England,Grimsby Town,59,30000,1000,SUB
104900,M. Gurski,Michael Gurski,40,3/21/1979,189,89,Germany,SpVgg Unterhaching,59,20000,1000,RES
140300,P. Cherrie,Peter Cherrie,35,10/1/1983,188,76,Scotland,Derry City,59,40000,1000,GK
140424,C. Beardsley,Chris Kelan Beardsley,35,2/28/1984,183,81,England,Burton Albion,59,70000,2000,RES
149662,A. Bennett,Alan Bennett,37,10/4/1981,188,85,Republic of Ireland,Cork City,59,30000,1000,SUB
169725,I. Miller,Ishmael Miller,32,3/5/1987,191,89,England,Tranmere Rovers,59,120000,2000,RES
172235,E. Zeneli,Erfan Zeneli,32,12/28/1986,168,67,Finland,HJK Helsinki,59,120000,1000,RES
176844,G. Ruíz,Gerardo Daniel Ruiz Barragán,33,9/5/1985,190,77,Mexico,Querétaro,59,80000,1000,RES
180181,K. Browne,Kenny Browne,32,8/7/1986,191,86,Republic of Ireland,Waterford FC,59,100000,1000,LCB
182036,Ai Zhibo,Zhibo Ai,36,10/29/1982,188,82,China PR,Wuhan Zall,59,30000,1000,SUB
182037,Yao Hanlin,Hanlin Yao,34,4/16/1985,175,60,China PR,Wuhan Zall,59,80000,2000,RES
182362,Tan Wangsong,谭望嵩,33,12/19/1985,180,70,China PR,Tianjin TEDA FC,59,70000,2000,SUB
188227,C. Mfuyi,Christopher Mfuyi,29,7/3/1989,184,77,DR Congo,Servette FC,59,130000,2000,SUB
188831,J. Martin,Joe Martin,30,11/29/1988,183,83,England,Northampton Town,59,120000,3000,LB
189625,J. Turley,Jamie Turley,29,4/7/1990,188,82,England,Leyton Orient,59,130000,3000,SUB
189810,S. Duggan,Shane Duggan,30,3/11/1989,171,70,Republic of Ireland,Waterford FC,59,140000,1000,RDM
190033,D. Webster,David Webster,29,8/9/1989,187,77,Republic of Ireland,St. Patrick's Athletic,59,130000,1000,LCB
191563,T. Miyazaki,宮崎 智彦,32,11/21/1986,170,68,Japan,Júbilo Iwata,59,120000,1000,RES
191677,Ahn Seong Nam,안성남 安宋南,35,4/17/1984,176,68,Korea Republic,Gyeongnam FC,59,50000,1000,RES
193651,G. Gillespie,Grant Gillespie,27,7/2/1991,176,75,Scotland,Derry City,59,160000,1000,SUB
200593,Ha Sung Min,하성민 河成敏,32,6/13/1987,184,78,Korea Republic,Gyeongnam FC,59,120000,1000,RES
203539,K. Devaney,Kevin Devaney,28,9/26/1990,179,70,Republic of Ireland,Bohemian FC,59,160000,1000,LM
204494,A. Riemann,Alexander Riemann,27,4/12/1992,183,78,Germany,VfL Osnabrück,59,160000,3000,SUB
208338,M. Kozioł,Marek Kozioł,31,6/1/1988,199,91,Poland,Korona Kielce,59,100000,1000,SUB
208995,S. Al Dosari,Saeed Mohammed Al Dosari,27,7/15/1991,178,60,Saudi Arabia,Al Fateh,59,160000,5000,RES
210795,M. Al Burayh,Murtadha Al Burayh,28,7/10/1990,183,70,Saudi Arabia,Al Adalah,59,140000,3000,LCB
212532,Lee Sang Hyeob,이상협 李相协,29,1/1/1990,176,67,Korea Republic,Sangju Sangmu FC,59,150000,1000,SUB
213333,O. Ashoor,Osama Ashoor,29,1/7/1990,170,75,Saudi Arabia,Abha Club,59,130000,3000,SUB
219936,M. Al Wakid,Mohammed Al Wakid,27,3/25/1992,182,82,Saudi Arabia,Al Hilal,59,110000,4000,SUB
221786,Bae Seung Jin,裴盛金,31,11/3/1987,182,75,Korea Republic,Gyeongnam FC,59,120000,1000,SUB
222174,Shi Liang,史亮,30,5/11/1989,178,73,China PR,Beijing Renhe FC,59,140000,2000,RDM
222179,Jin Pengxiang,晋鹏翔,29,1/25/1990,187,77,China PR,Guangzhou R&F FC,59,130000,2000,RES
222181,Yang Boyu,杨博宇,30,6/24/1989,185,81,China PR,Jiangsu Suning FC,59,130000,3000,SUB
222191,Sun Bo,孙铂,28,1/22/1991,177,73,China PR,Dalian YiFang FC,59,160000,2000,SUB
222277,Zhang Yuan,Yuan Zhang,29,12/8/1989,185,82,China PR,Shenzhen FC,59,130000,2000,SUB
222563,F. Al Marwani,Fahad Al Marwani,31,9/7/1987,181,70,Saudi Arabia,Abha Club,59,120000,3000,SUB
224731,Zhang Lu,张璐,31,8/23/1987,181,74,China PR,Shanghai Greenland Shenhua FC,59,140000,3000,SUB
225716,A. Ablet,阿布都外力·阿布来提,32,4/14/1987,178,68,China PR,Henan Jianye FC,59,100000,2000,LWB
226837,Li Chao,Chao Li,31,8/15/1987,178,75,China PR,Wuhan Zall,59,120000,2000,RES
231674,C. Coll,Ciarán Coll,27,8/19/1991,178,64,Republic of Ireland,Derry City,59,140000,1000,LB
232258,Song Wenjie,宋文杰,28,1/15/1991,185,74,China PR,Shandong Luneng TaiShan FC,59,160000,3000,SUB
234476,A. Albers,Andreas Albers Nielsen,29,3/23/1990,193,88,Denmark, SSV Jahn Regensburg,59,160000,3000,SUB
236748,E. Sivertsen,Erlend Sivertsen,28,1/28/1991,179,82,Norway,Kristiansund BK,59,130000,1000,SUB
237751,Y. Nishibe,西部 洋平,38,12/1/1980,187,79,Japan,Shimizu S-Pulse,59,20000,1000,GK
239470,S. Beyaz,Semih Beyaz,26,8/16/1992,176,64,Turkey,Yeni Malatyaspor,59,170000,2000,RES
239858,Song Long,宋龙,29,8/20/1989,181,69,China PR,Shandong Luneng TaiShan FC,59,130000,3000,SUB
243601,D. Fitzpatrick,David Fitzpatrick,29,2/28/1990,179,73,England,Macclesfield Town,59,130000,2000,SUB
244027,K. Böhnlein,Kristian Böhnlein,29,5/10/1990,183,78,Germany,TSV 1860 München,59,130000,1000,RES
246706,N. Peter,Nsima Peter,30,12/28/1988,185,82,Nigeria,Falkenbergs FF,59,150000,1000,SUB
247177,R. Parkes,Romeo Parkes,28,11/11/1990,192,88,Jamaica,Sligo Rovers,59,160000,1000,LW
247608,O. Gastrell,Oliver Gastrell,33,5/1/1986,186,88,England,Bury,59,70000,1000,SUB
247978,I. Stoica,Ionuț Stoica,31,1/6/1988,186,83,Romania,FC Hermannstadt,59,120000,1000,SUB
247999,�. Blănaru,Ștefan Blănaru,30,2/20/1989,178,76,Romania,FC Hermannstadt,59,150000,2000,RES
250820,A. Al Humayan,Abdullah Al Humayan,30,7/24/1988,179,70,Saudi Arabia,Al Adalah,59,140000,3000,SUB
251257,C. Whitely,Corey Whitely,27,7/11/1991,181,73,England,Newport County,59,160000,2000,SUB
251726,D. Sundaram,Diasha Sundaram,30,4/28/1989,186,81,India,India,59,0,0,
251746,R. Jayaraman,Randhir Jayaraman,34,11/20/1984,180,82,India,India,59,0,0,
251748,D. Bajwa,Dinkerrai Bajwa,38,3/5/1981,182,72,India,India,59,0,0,
251758,C. Villagra,Cesar Villagra,30,12/27/1988,181,76,Paraguay,CD Cobresal,59,150000,1000,RES
251838,D. Echeverri,Diego Echeverri,29,7/21/1989,182,78,Colombia,Atlético Huila,59,160000,1000,SUB
252446,J. Mendez,Jhon Mendez,33,8/10/1985,171,67,Colombia,Jaguares de Córdoba,59,90000,1000,SUB
251752,L. Chevalier,Lucas Chevalier,17,11/6/2001,187,78,France,LOSC Lille,58,230000,1000,RES
252276,Raúl Prada,Raúl Prada Lozano,18,1/1/2001,180,68,Spain,RCD Mallorca,58,270000,1000,RES
244603,B. Omeragic,Becir Omeragic,17,1/20/2002,187,74,Switzerland,FC Zürich,58,260000,1000,SUB
251956,A. Ngouyamsa,Ahmad Toure Ngouyamsa,18,12/21/2000,185,75,Cameroon,Dijon FCO,58,270000,1000,RES
238230,J. Campaz,Jaminton Leandro Campaz,19,5/24/2000,171,68,Colombia,Deportes Tolima,58,270000,1000,SUB
240779,M. Meli,Marco Meli,19,2/2/2000,178,70,Italy,Fiorentina,58,270000,5000,RES
241046,J. Romero,Jonás Romero,18,8/21/2000,159,59,Argentina,Atlético Tucumán,58,260000,1000,RES
242073,J. Blazquez,Joaquin Blazquez,19,1/28/2000,192,83,Argentina,Valencia CF,58,230000,2000,RES
242688,G. Carvajal,Gustavo Adolfo Carvajal Gómez,19,6/17/2000,181,72,Colombia,América de Cali,58,260000,1000,SUB
243082,T. Vettorel,Thomas Vettorel,18,9/17/2000,190,78,Italy,Cittadella,58,220000,1000,SUB
243678,G. Siadas,Georgios Siadas,19,12/27/1999,180,74,Germany,Fortuna Düsseldorf,58,250000,2000,RES
243810,L. Ingolotti,Luis Ignacio Ingolotti,19,1/14/2000,180,78,Argentina,Club Atlético Aldosivi,58,230000,1000,RES
244249,M. Vroman,Mathéo Vroman,17,11/19/2001,178,72,France,Royal Excel Mouscron,58,250000,1000,RES
244746,L. Ntumba,Lévi Ntumba,18,1/12/2001,194,78,France,Dijon FCO,58,220000,1000,SUB
245721,G. Azzinnari,Gianni Azzinnari,18,6/5/2001,175,69,Italy,SC Paderborn 07,58,260000,2000,RES
245846,Y. Oyanedel,Yerco Oyanedel,18,9/19/2000,170,66,Chile,Universidad Católica,58,240000,1000,RES
246326,N. Chilvers,Noah Chilvers,18,2/22/2001,173,64,England,Colchester United,58,260000,1000,RES
246713,K. Nkuba,Ken Nkuba,17,1/21/2002,173,70,Belgium,Sporting de Charleroi,58,250000,1000,SUB
248344,J. Neiß,Justin Neiß,19,4/27/2000,181,75,Germany,Hannover 96,58,270000,3000,SUB
251957,T. Barbet,Théo Barbet,18,3/6/2001,184,75,France,Dijon FCO,58,250000,1000,SUB
252125,J. Consbruch,Jomaine Consbruch,17,1/26/2002,174,62,Germany,DSC Arminia Bielefeld,58,250000,1000,RES
252905,L. Kasten,Lino Kasten,18,1/17/2001,188,90,Germany,VfL Wolfsburg,58,220000,1000,RES
238134,T. Cuello,Tomás Esteban Cuello,19,3/5/2000,178,64,Argentina,Atlético Tucumán,58,270000,1000,RES
243949,M. Żukowski,Mateusz Żukowski,17,11/23/2001,185,82,Poland,Lechia Gdańsk,58,250000,1000,SUB
246228,J. Lankester,Jack Lankester,19,1/19/2000,183,74,England,Ipswich Town,58,280000,2000,RES
246290,Y. Meneses,Yadir Meneses,19,4/1/2000,178,72,Colombia,Envigado FC,58,270000,1000,SUB
246924,N. Stendera,Nils Stendera,18,9/30/2000,177,68,Germany,Eintracht Frankfurt,58,260000,2000,RES
251224,P. Besong,Paul-Philipp Besong,18,10/6/2000,184,78,Germany,1. FC Nürnberg,58,260000,1000,RES
236358,K. Flanagan,Kian Flanagan,19,8/29/1999,179,72,Republic of Ireland,Crystal Palace,58,270000,4000,RES
241236,A. Semenyo,Antoine Semenyo,19,1/7/2000,178,63,England,Bristol City,58,280000,4000,RES
243371,M. Jørgensen,Mathias Jørgensen,18,9/20/2000,185,70,Denmark,New York Red Bulls,58,260000,1000,RES
244140,A. Bakir,Alaa Bakir,18,1/15/2001,177,69,Germany,Borussia Dortmund,58,260000,3000,RES
245505,P. Borukov,Preslav Borukov,19,4/23/2000,189,92,Bulgaria,Sheffield Wednesday,58,280000,3000,RES
245994,A. Gomez Mancini,Anthony Gomez Mancini,18,4/6/2001,180,70,France,Angers SCO,58,260000,1000,RES
247057,N. Okello,Noble Okello,18,7/20/2000,193,77,Canada,Toronto FC,58,250000,1000,RES
247740,A. Arroyo,Andrés Arroyo,17,1/20/2002,171,60,Colombia,Deportivo Cali,58,250000,1000,SUB
251316,N. Kupusović,Njegoš Kupusović,18,2/22/2001,179,75,Serbia,FC Erzgebirge Aue,58,260000,1000,RES
251688,F. Greilinger,Fabian Greilinger,18,9/13/2000,176,68,Germany,TSV 1860 München,58,260000,1000,SUB
252239,L. González,Lucas González,19,6/3/2000,169,68,Argentina,Independiente,58,270000,2000,SUB
231267,J. Lokilo,Jason Lokilo,20,9/17/1998,175,65,DR Congo,Crystal Palace,58,280000,6000,RES
237933,B. Fleming,Brandon Fleming,19,12/3/1999,175,70,England,Hull City,58,250000,1000,RES
240468,L. Guzmán,Lautaro Guzmán,19,1/18/2000,173,64,Argentina,Club Atlético Talleres,58,280000,2000,SUB
240579,P. Webber,Patrick Webber,20,5/15/1999,183,70,England,Ipswich Town,58,260000,2000,RES
241978,C. Higuera,Carlos Higuera,18,11/18/2000,182,77,Mexico,Club Tijuana,58,220000,1000,RES
242302,B. Servania,Brandon Servania,20,3/12/1999,178,73,United States,FC Dallas,58,280000,1000,RDM
242947,R. Kehr,Robin Kehr,19,2/22/2000,189,81,Germany,SpVgg Greuther Fürth,58,270000,1000,SUB
243284,F. Winther,Frederik Winther,18,1/4/2001,186,70,Denmark,Lyngby BK,58,250000,1000,LCB
243566,T. Herbots,Tibo Herbots,18,5/7/2001,185,70,Belgium,Sint-Truidense VV,58,220000,1000,SUB
245599,Darío Ramos,Darío Ramos Pinazo,19,10/19/1999,191,78,Spain,Getafe CF,58,230000,1000,RES
246604,C. Kelman,Charlie Kelman,17,11/2/2001,175,70,United States,Southend United,58,250000,1000,SUB
246930,Cheon Seong-Hoon,천성훈 Seong-Hoon Cheon,18,9/21/2000,190,79,Korea Republic,FC Augsburg,58,260000,2000,RES
247398,J. Serrano,Juan Sebastián Serrano,20,1/8/1999,190,76,Colombia,Alianza Petrolera,58,240000,1000,RES
247833,A. Rowe,Aaron Rowe,18,9/7/2000,180,70,England,Huddersfield Town,58,260000,2000,RES
248123,F. Tomi,Félix Tomi,18,8/31/2000,175,70,France,AC Ajaccio,58,260000,1000,SUB
248814,N. Korkmaz,Nurettin Korkmaz,17,6/27/2002,172,70,Turkey,Kayserispor,58,250000,1000,SUB
233687,T. Odusina,Timi Odusina,19,10/28/1999,186,74,England,Norwich City,58,260000,3000,RES
238188,L. McCormick,Luke McCormick,20,1/21/1999,180,74,Scotland,Shrewsbury,58,280000,1000,SUB
240863,C. Coventry,Conor Coventry,19,3/25/2000,175,65,Republic of Ireland,West Ham United,58,270000,6000,RES
240987,M. Cooper,Michael Cooper,19,10/8/1999,180,75,England,Plymouth Argyle,58,230000,1000,SUB
242114,I. Mahnashi,Ibrahim Mahnashi,19,11/18/1999,171,70,Saudi Arabia,Ettifaq FC,58,260000,2000,SUB
242769,S. Vines,Samuel Vines,20,5/31/1999,178,68,United States,Colorado Rapids,58,260000,1000,LB
242966,N. Clayton-Phillips,Nicholas Clayton-Phillips,19,9/23/1999,175,65,England,West Bromwich Albion,58,270000,4000,RES
242994,K. Kesgin,Kerem Atakan Kesgin,18,11/5/2000,177,76,Turkey,Göztepe SK,58,260000,1000,RES
243524,S. Grønli,Sigurd Grønli,18,10/17/2000,170,64,Norway,Tromsø IL,58,260000,1000,SUB
243971,T. Knost,Tobias Knost,19,5/8/2000,178,76,Germany,Hamburger SV,58,260000,1000,RES
244585,K. Dimitriou,Konstantinos Dimitriou,20,6/30/1999,186,78,Greece,FC Basel 1893,58,260000,3000,SUB
246458,B. Galdames,Benjamín Galdames,18,2/24/2001,172,66,Chile,Unión Española,58,260000,1000,SUB
247599,L. Leroy,Léo Leroy,19,2/14/2000,186,82,France,La Berrichonne de Châteauroux,58,270000,1000,SUB
248706,S. Grubac,Sergej Grubac,19,5/29/2000,190,80,Montenegro,Chievo Verona,58,280000,1000,RES
251417,E. Hottmann,Eric Hottmann,19,2/8/2000,187,82,Germany,SG Sonnenhof Großaspach,58,280000,1000,RM
252019,L. van Kleef,Lorenzo van Kleef,18,1/26/2001,183,75,Netherlands,ADO Den Haag,58,260000,1000,RES
252448,J. Leweling,Jamie Leweling,18,2/26/2001,184,86,Germany,SpVgg Greuther Fürth,58,260000,1000,RES
252573,A. Terzic,Aleksa Terzic,19,8/17/1999,184,70,Serbia,Fiorentina,58,250000,3000,SUB
252726,C. Şen,Cenk Şen,18,10/2/2000,174,70,Turkey,Antalyaspor,58,260000,1000,SUB
252747,G. D'Anca,Giuseppe D'Anca,19,4/6/2000,180,70,Italy,Trapani,58,260000,1000,SUB
235534,D. Parra,Daniel Parra,19,7/20/1999,175,66,Mexico,Monterrey,58,250000,3000,SUB
236677,I. Tapia,Ignacio Tapia,20,2/22/1999,186,74,Chile,CD Huachipato,58,260000,1000,RES
238157,M. Rasmussen,Mads Roerslev Rasmussen,20,6/24/1999,180,67,Denmark,Brentford,58,260000,4000,RES
238326,M. Candlin,Mitchell Candlin,19,6/8/2000,184,74,England,Walsall,58,280000,2000,SUB
238983,N. Awuku,Noah Awuku,19,1/9/2000,182,84,Germany,Holstein Kiel,58,270000,1000,RES
239884,F. Adorni,Federico Adorni,19,3/13/2000,185,80,Italy,Parma,58,230000,2000,RES
240673,C. Lang,Callum Lang,20,9/8/1998,180,73,England,Wigan Athletic,58,280000,2000,RES
240924,G. McAuley,Glen McAuley,19,2/24/2000,189,75,Republic of Ireland,St. Patrick's Athletic,58,280000,1000,RES
243042,N. Kastenhofer,Niklas Kastenhofer,20,1/8/1999,185,75,Germany,Hallescher FC,58,260000,1000,SUB
245015,Y. Roemer,Yahcuroo Roemer,17,7/22/2001,180,70,Netherlands,VVV-Venlo,58,250000,1000,SUB
245773,L. Kryeziu,Leutrim Kryeziu,20,1/25/1999,181,73,Kosovo,FC Lugano,58,280000,1000,RES
247179,L. Müller,Leon Müller,18,8/11/2000,180,75,Germany,SV Darmstadt 98,58,260000,1000,RES
247259,L. Ivanovic,Luke Ivanovic,19,6/6/2000,180,75,Australia,Sydney FC,58,280000,1000,SUB
247284,P. Finger,Patrick Finger,18,1/1/2001,166,61,Germany,Eintracht Frankfurt,58,260000,2000,RES
247347,J. Rennicks,Justin Rennicks,20,3/20/1999,180,72,United States,New England Revolution,58,280000,1000,SUB
247581,E. Kumah,Emmanuel Kumah,19,2/9/2000,179,66,Ghana,Wisła Kraków,58,270000,1000,RES
248127,A. Catalán,Andrés Catalán,18,8/20/2000,166,64,Mexico,Monarcas Morelia,58,250000,1000,RES
248684,M. Keita,Malick Keita,18,5/25/2001,184,68,Guinea,Sporting de Charleroi,58,250000,1000,RES
248712,Oh Hyun Gyu,오현규 Hyun Gyu Oh,18,4/12/2001,185,83,Korea Republic,Suwon Samsung Bluewings,58,260000,1000,SUB
250926,M. Hoffmeier,Marcel Hoffmeier,19,7/15/1999,180,70,Germany,SC Preußen Münster,58,270000,1000,SUB
251170,L. Sinayoko,Lassine Sinayoko,19,12/8/1999,185,78,France,AJ Auxerre,58,280000,1000,RES
251293,L. Dehl,Laurenz Dehl,17,12/12/2001,179,76,Germany,1. FC Union Berlin,58,250000,1000,RES
251468,T. Mißner,Tobias Mißner,19,2/17/2000,179,73,Germany,SV Wehen Wiesbaden,58,250000,1000,RES
251802,E. Vardar,Erman Herman Vardar,17,12/14/2001,177,72,Sweden,Antalyaspor,58,250000,1000,RES
252172,L. Coveliers,Lars Coveliers,18,10/20/2000,177,72,Belgium,KV Mechelen,58,250000,1000,SUB
234073,R. Cunningham,Ross Cunningham,21,5/23/1998,178,70,Scotland,Hamilton Academical FC,58,280000,1000,SUB
234820,H. St Clair,Harvey St Clair,20,10/13/1998,175,65,Scotland,Venezia FC,58,280000,1000,SUB
236292,G. Cuomo,Giuseppe Cuomo,21,2/2/1998,190,79,Italy,Crotone,58,260000,1000,SUB
237671,M. Ahumada Acuña,Matías Ahumada Acuña,21,6/5/1998,175,69,Argentina,Estudiantes de La Plata,58,280000,2000,RES
237737,M. Sevimler,Murat Sevimler,20,7/11/1998,182,69,Turkey,Alanyaspor,58,280000,2000,RES
239515,A. Cavagnera,Alexandro Cavagnera,20,12/1/1998,185,75,Belgium,Milan,58,260000,4000,RES
240945,G. McGregor,Giovanni McGregor,20,1/9/1999,176,71,England,Crystal Palace,58,280000,6000,RES
240981,M. Sanders,Max Harrison Sanders,20,1/4/1999,176,80,England,Brighton & Hove Albion,58,280000,5000,RES
241646,D. Butterworth,Daniel Butterworth,19,9/4/1999,181,69,England,Blackburn Rovers,58,280000,2000,RES
241839,L. Gagliano,Luca Gagliano,18,7/14/2000,178,73,Italy,Cagliari,58,260000,2000,RES
242040,O. Skarsem,Olaus Jair Skarsem,20,7/2/1998,183,74,Norway,Ranheim Fotball,58,280000,1000,RCM
243633,R. Kobryń,Rafał Kobryń,19,12/5/1999,184,77,Poland,Lechia Gdańsk,58,250000,1000,RES
244241,O. Kensdale,Ollie Kensdale,19,4/20/2000,191,85,England,Colchester United,58,260000,1000,SUB
244417,J. Krahl,Julian Krahl,19,1/22/2000,194,90,Germany,1. FC Köln,58,230000,1000,RES
245515,J. Brändle,Jonas Brändle,19,5/6/2000,174,66,Germany,1. FC Heidenheim 1846,58,250000,1000,RES
246175,L. Ihorst,Luc Ihorst,19,3/7/2000,188,80,Germany,SV Werder Bremen,58,280000,3000,RES
246184,M. Doue,Marc Olivier Doue,18,10/11/2000,180,75,France,PEC Zwolle,58,250000,1000,RES
246300,B. Vera,Brayan Vera,20,1/15/1999,180,74,Colombia,Lecce,58,260000,2000,RES
246391,T. Salte,Tord Johnsen Salte,20,2/8/1999,184,81,Norway,Viking FK,58,260000,1000,SUB
246789,A. Smith,Alistair Smith,20,5/19/1999,187,67,England,Mansfield Town,58,280000,2000,SUB
246800,T. Buchanan,Tajon Buchanan,20,2/8/1999,183,69,Canada,New England Revolution,58,280000,1000,SUB
246873,L. Kitching,Liam Kitching,19,10/1/1999,191,80,England,Forest Green Rovers,58,260000,2000,SUB
247771,O. Deman,Olivier Deman,19,4/6/2000,180,70,Belgium,KSV Cercle Brugge,58,270000,1000,RES
248073,�. Târnovanu,Ștefan Târnovanu,19,5/9/2000,197,81,Romania,Politehnica Iaşi,58,230000,1000,SUB
251075,E. Peña Zauner,Enrique Peña Zauner,19,3/4/2000,177,68,Venezuela,SV Sandhausen,58,270000,1000,RES
251229,K. Yeboah,Kelvin Yeboah,19,5/6/2000,182,70,Ghana,WSG Tirol,58,280000,1000,RES
251357,P. Raitanen,Patrik Raitanen,18,6/13/2001,183,70,Finland,Fortuna Sittard,58,250000,1000,SUB
251385,S. Mambo,Stone Mambo,20,3/25/1999,183,75,DR Congo,ESTAC Troyes,58,260000,1000,RES
251565,D. Huiberts,Dean Huiberts,19,5/16/2000,186,70,Netherlands,PEC Zwolle,58,260000,1000,RES
225134,A. Bass,Alex Bass,21,4/1/1998,187,70,England,Portsmouth,58,200000,1000,SUB
228153,J. Powell,Joe Powell,20,10/30/1998,178,68,England,West Ham United,58,250000,8000,RES
